1 -1 #SUP: 49873
2 -1 1 -1 7 -1 4 -1 5 -1 #SUP: 36383
2 -1 1 -1 7 -1 5 -1 #SUP: 36383
2 -1 1 -1 7 -1 8 -1 #SUP: 36383
2 -1 1 -1 7 -1 8 -1 4 -1 #SUP: 36383
2 -1 1 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
2 -1 1 -1 7 -1 8 -1 5 -1 #SUP: 36383
2 -1 1 -1 8 -1 #SUP: 36383
2 -1 1 -1 8 -1 4 -1 #SUP: 36383
2 -1 1 -1 8 -1 4 -1 5 -1 #SUP: 36383
2 -1 1 -1 8 -1 5 -1 #SUP: 36383
2 -1 4 -1 #SUP: 49873
2 -1 4 -1 5 -1 #SUP: 49873
2 -1 5 -1 #SUP: 49873
2 -1 6 -1 #SUP: 46912
2 -1 6 -1 4 -1 #SUP: 46912
2 -1 6 -1 4 -1 5 -1 #SUP: 46912
2 -1 6 -1 5 -1 #SUP: 46912
2 -1 6 -1 7 -1 #SUP: 36383
2 -1 6 -1 7 -1 4 -1 #SUP: 36383
2 -1 6 -1 7 -1 4 -1 5 -1 #SUP: 36383
2 -1 6 -1 7 -1 5 -1 #SUP: 36383
2 -1 6 -1 7 -1 8 -1 #SUP: 36383
2 -1 6 -1 7 -1 8 -1 4 -1 #SUP: 36383
2 -1 6 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
2 -1 6 -1 7 -1 8 -1 5 -1 #SUP: 36383
2 -1 6 -1 8 -1 #SUP: 36383
2 -1 6 -1 8 -1 4 -1 #SUP: 36383
2 -1 6 -1 8 -1 4 -1 5 -1 #SUP: 36383
2 -1 6 -1 8 -1 5 -1 #SUP: 36383
2 -1 7 -1 #SUP: 36383
2 -1 7 -1 4 -1 #SUP: 36383
2 -1 7 -1 4 -1 5 -1 #SUP: 36383
2 -1 7 -1 5 -1 #SUP: 36383
2 -1 7 -1 8 -1 #SUP: 36383
2 -1 7 -1 8 -1 4 -1 #SUP: 36383
2 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
2 -1 7 -1 8 -1 5 -1 #SUP: 36383
2 -1 8 -1 #SUP: 36383
2 -1 8 -1 4 -1 #SUP: 36383
2 -1 8 -1 4 -1 5 -1 #SUP: 36383
2 -1 8 -1 5 -1 #SUP: 36383
3 -1 #SUP: 49873
3 -1 1 -1 #SUP: 49873
3 -1 1 -1 4 -1 #SUP: 49873
3 -1 1 -1 4 -1 5 -1 #SUP: 49873
3 -1 1 -1 5 -1 #SUP: 49873
3 -1 1 -1 6 -1 #SUP: 46912
3 -1 1 -1 6 -1 4 -1 #SUP: 46912
3 -1 1 -1 6 -1 4 -1 5 -1 #SUP: 46912
3 -1 1 -1 6 -1 5 -1 #SUP: 46912
3 -1 1 -1 6 -1 7 -1 #SUP: 36383
3 -1 1 -1 6 -1 7 -1 4 -1 #SUP: 36383
3 -1 1 -1 6 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 1 -1 6 -1 7 -1 5 -1 #SUP: 36383
3 -1 1 -1 6 -1 7 -1 8 -1 #SUP: 36383
3 -1 1 -1 6 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 1 -1 6 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 1 -1 6 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 1 -1 6 -1 8 -1 #SUP: 36383
3 -1 1 -1 6 -1 8 -1 4 -1 #SUP: 36383
3 -1 1 -1 6 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 1 -1 6 -1 8 -1 5 -1 #SUP: 36383
3 -1 1 -1 7 -1 #SUP: 36383
3 -1 1 -1 7 -1 4 -1 #SUP: 36383
3 -1 1 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 1 -1 7 -1 5 -1 #SUP: 36383
3 -1 1 -1 7 -1 8 -1 #SUP: 36383
3 -1 1 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 1 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 1 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 1 -1 8 -1 #SUP: 36383
3 -1 1 -1 8 -1 4 -1 #SUP: 36383
3 -1 1 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 1 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 #SUP: 49873
3 -1 2 -1 1 -1 #SUP: 49873
3 -1 2 -1 1 -1 4 -1 #SUP: 49873
3 -1 2 -1 1 -1 4 -1 5 -1 #SUP: 49873
3 -1 2 -1 1 -1 5 -1 #SUP: 49873
3 -1 2 -1 1 -1 6 -1 #SUP: 46912
3 -1 2 -1 1 -1 6 -1 4 -1 #SUP: 46912
3 -1 2 -1 1 -1 6 -1 4 -1 5 -1 #SUP: 46912
3 -1 2 -1 1 -1 6 -1 5 -1 #SUP: 46912
3 -1 2 -1 1 -1 6 -1 7 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 7 -1 4 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 7 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 7 -1 8 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 8 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 6 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 4 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 8 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 8 -1 #SUP: 36383
3 -1 2 -1 1 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 1 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 1 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 4 -1 #SUP: 49873
3 -1 2 -1 4 -1 5 -1 #SUP: 49873
3 -1 2 -1 5 -1 #SUP: 49873
3 -1 2 -1 6 -1 #SUP: 46912
3 -1 2 -1 6 -1 4 -1 #SUP: 46912
3 -1 2 -1 6 -1 4 -1 5 -1 #SUP: 46912
3 -1 2 -1 6 -1 5 -1 #SUP: 46912
3 -1 2 -1 6 -1 7 -1 #SUP: 36383
3 -1 2 -1 6 -1 7 -1 4 -1 #SUP: 36383
3 -1 2 -1 6 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 6 -1 7 -1 5 -1 #SUP: 36383
3 -1 2 -1 6 -1 7 -1 8 -1 #SUP: 36383
3 -1 2 -1 6 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 6 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 6 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 6 -1 8 -1 #SUP: 36383
3 -1 2 -1 6 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 6 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 6 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 7 -1 #SUP: 36383
3 -1 2 -1 7 -1 4 -1 #SUP: 36383
3 -1 2 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 7 -1 5 -1 #SUP: 36383
3 -1 2 -1 7 -1 8 -1 #SUP: 36383
3 -1 2 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 2 -1 8 -1 #SUP: 36383
3 -1 2 -1 8 -1 4 -1 #SUP: 36383
3 -1 2 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 2 -1 8 -1 5 -1 #SUP: 36383
3 -1 4 -1 #SUP: 49873
3 -1 4 -1 5 -1 #SUP: 49873
3 -1 5 -1 #SUP: 49873
3 -1 6 -1 #SUP: 46912
3 -1 6 -1 4 -1 #SUP: 46912
3 -1 6 -1 4 -1 5 -1 #SUP: 46912
3 -1 6 -1 5 -1 #SUP: 46912
3 -1 6 -1 7 -1 #SUP: 36383
3 -1 6 -1 7 -1 4 -1 #SUP: 36383
3 -1 6 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 6 -1 7 -1 5 -1 #SUP: 36383
3 -1 6 -1 7 -1 8 -1 #SUP: 36383
3 -1 6 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 6 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 6 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 6 -1 8 -1 #SUP: 36383
3 -1 6 -1 8 -1 4 -1 #SUP: 36383
3 -1 6 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 6 -1 8 -1 5 -1 #SUP: 36383
3 -1 7 -1 #SUP: 36383
3 -1 7 -1 4 -1 #SUP: 36383
3 -1 7 -1 4 -1 5 -1 #SUP: 36383
3 -1 7 -1 5 -1 #SUP: 36383
3 -1 7 -1 8 -1 #SUP: 36383
3 -1 7 -1 8 -1 4 -1 #SUP: 36383
3 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 7 -1 8 -1 5 -1 #SUP: 36383
3 -1 8 -1 #SUP: 36383
3 -1 8 -1 4 -1 #SUP: 36383
3 -1 8 -1 4 -1 5 -1 #SUP: 36383
3 -1 8 -1 5 -1 #SUP: 36383
4 -1 #SUP: 49873
4 -1 5 -1 #SUP: 49873
5 -1 #SUP: 49873
6 -1 #SUP: 46912
6 -1 4 -1 #SUP: 46912
6 -1 4 -1 5 -1 #SUP: 46912
6 -1 5 -1 #SUP: 46912
6 -1 7 -1 #SUP: 36383
6 -1 7 -1 4 -1 #SUP: 36383
6 -1 7 -1 4 -1 5 -1 #SUP: 36383
6 -1 7 -1 5 -1 #SUP: 36383
6 -1 7 -1 8 -1 #SUP: 36383
6 -1 7 -1 8 -1 4 -1 #SUP: 36383
6 -1 7 -1 8 -1 4 -1 5 -1 #SUP: 36383
6 -1 7 -1 8 -1 5 -1 #SUP: 36383
6 -1 8 -1 #SUP: 36383
6 -1 8 -1 4 -1 #SUP: 36383
6 -1 8 -1 4 -1 5 -1 #SUP: 36383
6 -1 8 -1 5 -1 #SUP: 36383
7 -1 #SUP: 36383
7 -1 4 -1 #SUP: 36383
7 -1 4 -1 5 -1 #SUP: 36383
7 -1 5 -1 #SUP: 36383
7 -1 8 -1 #SUP: 36383
7 -1 8 -1 4 -1 #SUP: 36383
7 -1 8 -1 4 -1 5 -1 #SUP: 36383
7 -1 8 -1 5 -1 #SUP: 36383
8 -1 #SUP: 36383
8 -1 4 -1 #SUP: 36383
8 -1 4 -1 5 -1 #SUP: 36383
8 -1 5 -1 #SUP: 36383
